element_id,n0,n1,n2,cx,cy,area,diameter
79,7700,4131,1707,0.7265625,0.67447916666666663,6.103515625e-05,0.015625
80,7364,3779,1619,0.4765625,0.42447916666666669,6.103515625e-05,0.015625
81,7400,3827,1631,0.5234375,0.57552083333333337,6.103515625e-05,0.015625
82,7412,3799,1624,0.42447916666666669,0.5234375,6.103515625e-05,0.015625
83,7384,3811,1627,0.57552083333333337,0.4765625,6.103515625e-05,0.015625
84,7316,3731,1606,0.92447916666666663,0.0234375,6.103515625e-05,0.015625
85,7352,3771,1616,0.075520833333333329,0.9765625,6.103515625e-05,0.015625
86,7304,3723,1604,0.0234375,0.075520833333333329,6.103515625e-05,0.015625
87,7332,3747,1610,0.9765625,0.92447916666666663,6.103515625e-05,0.015625
88,7428,3843,1634,0.42447916666666669,0.0234375,6.103515625e-05,0.015625
89,7524,3939,1658,0.57552083333333337,0.9765625,6.103515625e-05,0.015625
90,7476,3883,1644,0.0234375,0.57552083333333337,6.103515625e-05,0.015625
91,7492,3907,1650,0.9765625,0.42447916666666669,6.103515625e-05,0.015625
92,7448,3863,1640,0.5234375,0.075520833333333329,6.103515625e-05,0.015625
93,7544,3959,1664,0.4765625,0.92447916666666663,6.103515625e-05,0.015625
94,7464,3891,1647,0.075520833333333329,0.4765625,6.103515625e-05,0.015625
95,7512,3927,1656,0.92447916666666663,0.5234375,6.103515625e-05,0.015625
96,8100,3867,1799,0.4765625,0.17447916666666666,6.103515625e-05,0.015625
97,8292,3963,1847,0.5234375,0.82552083333333337,6.103515625e-05,0.015625
98,8180,3903,1816,0.17447916666666666,0.5234375,6.103515625e-05,0.015625
99,8228,3931,1831,0.82552083333333337,0.4765625,6.103515625e-05,0.015625
100,7892,3855,1748,0.67447916666666663,0.0234375,6.103515625e-05,0.015625
101,8052,3951,1788,0.32552083333333331,0.9765625,6.103515625e-05,0.015625
102,7860,3879,1740,0.0234375,0.32552083333333331,6.103515625e-05,0.015625
103,7956,3919,1764,0.9765625,0.67447916666666663,6.103515625e-05,0.015625
104,7812,3719,1730,0.17447916666666666,0.0234375,6.103515625e-05,0.015625
105,7972,3759,1770,0.82552083333333337,0.9765625,6.103515625e-05,0.015625
106,8004,3767,1778,0.0234375,0.82552083333333337,6.103515625e-05,0.015625
107,7908,3743,1754,0.9765625,0.17447916666666666,6.103515625e-05,0.015625
108,8084,3791,1796,0.5234375,0.32552083333333331,6.103515625e-05,0.015625
109,8276,3839,1844,0.4765625,0.67447916666666663,6.103515625e-05,0.015625
110,8132,3803,1811,0.32552083333333331,0.4765625,6.103515625e-05,0.015625
111,8212,3823,1828,0.67447916666666663,0.5234375,6.103515625e-05,0.015625
112,8072,4011,1803,0.42447916666666669,0.2734375,6.103515625e-05,0.015625
113,8264,4155,1851,0.57552083333333337,0.7265625,6.103515625e-05,0.015625
114,8152,4203,1823,0.2734375,0.57552083333333337,6.103515625e-05,0.015625
115,8200,4091,1835,0.7265625,0.42447916666666669,6.103515625e-05,0.015625
116,7880,4043,1751,0.7734375,0.075520833333333329,6.103515625e-05,0.015625
117,8040,4187,1791,0.2265625,0.92447916666666663,6.103515625e-05,0.015625
118,7848,3995,1743,0.075520833333333329,0.2265625,6.103515625e-05,0.015625
119,7944,4107,1767,0.92447916666666663,0.7734375,6.103515625e-05,0.015625
120,7832,3983,1736,0.2734375,0.075520833333333329,6.103515625e-05,0.015625
121,7992,4127,1776,0.7265625,0.92447916666666663,6.103515625e-05,0.015625
122,8024,4175,1784,0.075520833333333329,0.7265625,6.103515625e-05,0.015625
123,7928,4063,1760,0.92447916666666663,0.2734375,6.103515625e-05,0.015625
124,8120,4079,1808,0.57552083333333337,0.2265625,6.103515625e-05,0.015625
125,8312,4223,1856,0.42447916666666669,0.7734375,6.103515625e-05,0.015625
126,8168,4031,1820,0.2265625,0.42447916666666669,6.103515625e-05,0.015625
127,8248,4143,1840,0.7734375,0.57552083333333337,6.103515625e-05,0.015625
128,8103,3404,1802,0.45052083333333331,0.2265625,6.103515625e-05,0.015625
129,8295,3452,1850,0.54947916666666663,0.7734375,6.103515625e-05,0.015625
130,8183,3424,1822,0.2265625,0.54947916666666663,6.103515625e-05,0.015625
131,8231,3436,1834,0.7734375,0.45052083333333331,6.103515625e-05,0.015625
132,7895,3352,1750,0.7265625,0.049479166666666664,6.103515625e-05,0.015625
133,8055,3392,1790,0.2734375,0.95052083333333337,6.103515625e-05,0.015625
134,7863,3344,1742,0.049479166666666664,0.2734375,6.103515625e-05,0.015625
135,7959,3368,1766,0.95052083333333337,0.7265625,6.103515625e-05,0.015625
136,7815,3332,1733,0.2265625,0.049479166666666664,6.103515625e-05,0.015625
137,7975,3372,1773,0.7734375,0.95052083333333337,6.103515625e-05,0.015625
138,8007,3380,1781,0.049479166666666664,0.7734375,6.103515625e-05,0.015625
139,7911,3356,1757,0.95052083333333337,0.2265625,6.103515625e-05,0.015625
140,8087,3400,1805,0.54947916666666663,0.2734375,6.103515625e-05,0.015625
141,8279,3448,1853,0.45052083333333331,0.7265625,6.103515625e-05,0.015625
142,8135,3412,1817,0.2734375,0.45052083333333331,6.103515625e-05,0.015625
143,8215,3432,1837,0.7265625,0.54947916666666663,6.103515625e-05,0.015625
144,8067,3395,1793,0.4765625,0.29947916666666669,6.103515625e-05,0.015625
145,8259,3443,1841,0.5234375,0.70052083333333337,6.103515625e-05,0.015625
146,8147,3415,1810,0.29947916666666669,0.5234375,6.103515625e-05,0.015625
147,8195,3427,1825,0.70052083333333337,0.4765625,6.103515625e-05,0.015625
148,7875,3347,1745,0.79947916666666663,0.0234375,6.103515625e-05,0.015625
149,8035,3387,1785,0.20052083333333334,0.9765625,6.103515625e-05,0.015625
150,7843,3339,1737,0.0234375,0.20052083333333334,6.103515625e-05,0.015625
151,7939,3363,1761,0.9765625,0.79947916666666663,6.103515625e-05,0.015625
152,7827,3335,1731,0.29947916666666669,0.0234375,6.103515625e-05,0.015625
153,7987,3375,1771,0.70052083333333337,0.9765625,6.103515625e-05,0.015625
154,8019,3383,1779,0.0234375,0.70052083333333337,6.103515625e-05,0.015625
155,7923,3359,1755,0.9765625,0.29947916666666669,6.103515625e-05,0.015625
156,8115,3407,1798,0.5234375,0.20052083333333334,6.103515625e-05,0.015625
157,8307,3455,1846,0.4765625,0.79947916666666663,6.103515625e-05,0.015625
158,8163,3419,1813,0.20052083333333334,0.4765625,6.103515625e-05,0.015625
159,8243,3439,1830,0.79947916666666663,0.5234375,6.103515625e-05,0.015625
160,7431,3236,1637,0.4765625,0.049479166666666664,6.103515625e-05,0.015625
161,7527,3260,1661,0.5234375,0.95052083333333337,6.103515625e-05,0.015625
162,7479,3248,1646,0.049479166666666664,0.5234375,6.103515625e-05,0.015625
163,7495,3252,1653,0.95052083333333337,0.4765625,6.103515625e-05,0.015625
164,7443,3239,1635,0.54947916666666663,0.0234375,6.103515625e-05,0.015625
165,7539,3263,1659,0.45052083333333331,0.9765625,6.103515625e-05,0.015625
166,7459,3243,1641,0.0234375,0.45052083333333331,6.103515625e-05,0.015625
167,7507,3255,1651,0.9765625,0.54947916666666663,6.103515625e-05,0.015625
168,7299,3203,1601,0.049479166666666664,0.0234375,6.103515625e-05,0.015625
169,7335,3212,1611,0.95052083333333337,0.9765625,6.103515625e-05,0.015625
170,7347,3215,1613,0.0234375,0.95052083333333337,6.103515625e-05,0.015625
171,7319,3208,1607,0.9765625,0.049479166666666664,6.103515625e-05,0.015625
172,7379,3223,1618,0.5234375,0.45052083333333331,6.103515625e-05,0.015625
173,7415,3232,1630,0.4765625,0.54947916666666663,6.103515625e-05,0.015625
174,7367,3220,1621,0.45052083333333331,0.4765625,6.103515625e-05,0.015625
175,7395,3227,1626,0.54947916666666663,0.5234375,6.103515625e-05,0.015625
176,7571,3271,1673,0.29947916666666669,0.2734375,6.103515625e-05,0.015625
177,7703,3304,1709,0.70052083333333337,0.7265625,6.103515625e-05,0.015625
178,7763,3319,1721,0.2734375,0.70052083333333337,6.103515625e-05,0.015625
179,7639,3288,1693,0.7265625,0.29947916666666669,6.103515625e-05,0.015625
180,7619,3283,1681,0.7734375,0.20052083333333334,6.103515625e-05,0.015625
181,7751,3316,1717,0.2265625,0.79947916666666663,6.103515625e-05,0.015625
182,7559,3268,1669,0.20052083333333334,0.2265625,6.103515625e-05,0.015625
183,7683,3299,1697,0.79947916666666663,0.7734375,6.103515625e-05,0.015625
184,7587,3275,1666,0.2734375,0.20052083333333334,6.103515625e-05,0.015625
185,7731,3311,1702,0.7265625,0.79947916666666663,6.103515625e-05,0.015625
186,7779,3323,1714,0.20052083333333334,0.7265625,6.103515625e-05,0.015625
187,7667,3295,1686,0.79947916666666663,0.2734375,6.103515625e-05,0.015625
188,7655,3292,1690,0.70052083333333337,0.2265625,6.103515625e-05,0.015625
189,7799,3328,1726,0.29947916666666669,0.7734375,6.103515625e-05,0.015625
190,7607,3280,1678,0.2265625,0.29947916666666669,6.103515625e-05,0.015625
191,7719,3308,1706,0.7734375,0.70052083333333337,6.103515625e-05,0.015625
192,7599,3592,1997,0.3515625,0.17447916666666666,6.103515625e-05,0.015625
193,7743,3688,2093,0.6484375,0.82552083333333337,6.103515625e-05,0.015625
194,7791,3640,2045,0.17447916666666666,0.6484375,6.103515625e-05,0.015625
195,7679,3656,2061,0.82552083333333337,0.3515625,6.103515625e-05,0.015625
196,7659,3607,2009,0.67447916666666663,0.1484375,6.103515625e-05,0.015625
197,7803,3703,2105,0.32552083333333331,0.8515625,6.103515625e-05,0.015625
198,7611,3623,2025,0.1484375,0.32552083333333331,6.103515625e-05,0.015625
199,7723,3671,2073,0.8515625,0.67447916666666663,6.103515625e-05,0.015625
200,7563,3463,1865,0.17447916666666666,0.1484375,6.103515625e-05,0.015625
201,7695,3496,1901,0.82552083333333337,0.8515625,6.103515625e-05,0.015625
202,7755,3511,1913,0.1484375,0.82552083333333337,6.103515625e-05,0.015625
203,7631,3480,1885,0.8515625,0.17447916666666666,6.103515625e-05,0.015625
204,7643,3543,1945,0.6484375,0.32552083333333331,6.103515625e-05,0.015625
205,7775,3576,1981,0.3515625,0.67447916666666663,6.103515625e-05,0.015625
206,7583,3528,1933,0.32552083333333331,0.3515625,6.103515625e-05,0.015625
207,7707,3559,1961,0.67447916666666663,0.6484375,6.103515625e-05,0.015625
208,7371,3523,1921,0.42447916666666669,0.3984375,6.103515625e-05,0.015625
209,7407,3556,1957,0.57552083333333337,0.6015625,6.103515625e-05,0.015625
210,7419,3571,1969,0.3984375,0.57552083333333337,6.103515625e-05,0.015625
211,7391,3540,1941,0.6015625,0.42447916666666669,6.103515625e-05,0.015625
212,7323,3475,1873,0.8984375,0.075520833333333329,6.103515625e-05,0.015625
213,7359,3508,1909,0.1015625,0.92447916666666663,6.103515625e-05,0.015625
214,7311,3460,1861,0.075520833333333329,0.1015625,6.103515625e-05,0.015625
215,7339,3491,1889,0.92447916666666663,0.8984375,6.103515625e-05,0.015625
216,7435,3587,1985,0.3984375,0.075520833333333329,6.103515625e-05,0.015625
217,7531,3683,2081,0.6015625,0.92447916666666663,6.103515625e-05,0.015625
218,7483,3635,2033,0.075520833333333329,0.6015625,6.103515625e-05,0.015625
219,7499,3651,2049,0.92447916666666663,0.3984375,6.103515625e-05,0.015625
220,7455,3604,2005,0.57552083333333337,0.1015625,6.103515625e-05,0.015625
221,7551,3700,2101,0.42447916666666669,0.8984375,6.103515625e-05,0.015625
222,7471,3620,2021,0.1015625,0.42447916666666669,6.103515625e-05,0.015625
223,7519,3668,2069,0.8984375,0.57552083333333337,6.103515625e-05,0.015625
224,8107,3599,1990,0.42447916666666669,0.1484375,6.103515625e-05,0.015625
225,8299,3695,2086,0.57552083333333337,0.8515625,6.103515625e-05,0.015625
226,8187,3647,2038,0.1484375,0.57552083333333337,6.103515625e-05,0.015625
227,8235,3663,2054,0.8515625,0.42447916666666669,6.103515625e-05,0.015625
228,7899,3611,2002,0.6484375,0.075520833333333329,6.103515625e-05,0.015625
229,8059,3707,2098,0.3515625,0.92447916666666663,6.103515625e-05,0.015625
230,7867,3627,2018,0.075520833333333329,0.3515625,6.103515625e-05,0.015625
231,7963,3675,2066,0.92447916666666663,0.6484375,6.103515625e-05,0.015625
232,7819,3467,1858,0.1484375,0.075520833333333329,6.103515625e-05,0.015625
233,7979,3503,1894,0.8515625,0.92447916666666663,6.103515625e-05,0.015625
234,8011,3515,1906,0.075520833333333329,0.8515625,6.103515625e-05,0.015625
235,7915,3487,1878,0.92447916666666663,0.1484375,6.103515625e-05,0.015625
236,8091,3547,1938,0.57552083333333337,0.3515625,6.103515625e-05,0.015625
237,8283,3583,1974,0.42447916666666669,0.6484375,6.103515625e-05,0.015625
238,8139,3535,1926,0.3515625,0.42447916666666669,6.103515625e-05,0.015625
239,8219,3563,1954,0.6484375,0.57552083333333337,6.103515625e-05,0.015625
240,8079,3532,1930,0.3984375,0.32552083333333331,6.103515625e-05,0.015625
241,8271,3568,1966,0.6015625,0.67447916666666663,6.103515625e-05,0.015625
242,8159,3580,1978,0.32552083333333331,0.6015625,6.103515625e-05,0.015625
243,8207,3552,1950,0.67447916666666663,0.3984375,6.103515625e-05,0.015625
244,7887,3484,1882,0.82552083333333337,0.1015625,6.103515625e-05,0.015625
245,8047,3520,1918,0.17447916666666666,0.8984375,6.103515625e-05,0.015625
246,7855,3472,1870,0.1015625,0.17447916666666666,6.103515625e-05,0.015625
247,7951,3500,1898,0.8984375,0.82552083333333337,6.103515625e-05,0.015625
248,7839,3596,1994,0.32552083333333331,0.1015625,6.103515625e-05,0.015625
249,7999,3692,2090,0.67447916666666663,0.8984375,6.103515625e-05,0.015625
250,8031,3644,2042,0.1015625,0.67447916666666663,6.103515625e-05,0.015625
251,7935,3660,2058,0.8984375,0.32552083333333331,6.103515625e-05,0.015625
252,8127,3616,2014,0.6015625,0.17447916666666666,6.103515625e-05,0.015625
253,8319,3712,2110,0.3984375,0.82552083333333337,6.103515625e-05,0.015625
254,8175,3632,2030,0.17447916666666666,0.3984375,6.103515625e-05,0.015625
255,8255,3680,2078,0.82552083333333337,0.6015625,6.103515625e-05,0.015625
256,6672,3598,1998,0.38802083333333331,0.1640625,6.103515625e-05,0.015625
257,6768,3694,2094,0.61197916666666663,0.8359375,6.103515625e-05,0.015625
258,6720,3646,2046,0.1640625,0.61197916666666663,6.103515625e-05,0.015625
259,6736,3662,2062,0.8359375,0.38802083333333331,6.103515625e-05,0.015625
260,6684,3610,2010,0.6640625,0.11197916666666667,6.103515625e-05,0.015625
261,6780,3706,2106,0.3359375,0.88802083333333337,6.103515625e-05,0.015625
262,6700,3626,2026,0.11197916666666667,0.3359375,6.103515625e-05,0.015625
263,6748,3674,2074,0.88802083333333337,0.6640625,6.103515625e-05,0.015625
264,6540,3466,1866,0.1640625,0.11197916666666667,6.103515625e-05,0.015625
265,6576,3502,1902,0.8359375,0.88802083333333337,6.103515625e-05,0.015625
266,6588,3514,1914,0.11197916666666667,0.8359375,6.103515625e-05,0.015625
267,6560,3486,1886,0.88802083333333337,0.1640625,6.103515625e-05,0.015625
268,6620,3546,1946,0.61197916666666663,0.3359375,6.103515625e-05,0.015625
269,6656,3582,1982,0.38802083333333331,0.6640625,6.103515625e-05,0.015625
270,6608,3534,1934,0.3359375,0.38802083333333331,6.103515625e-05,0.015625
271,6636,3562,1962,0.6640625,0.61197916666666663,6.103515625e-05,0.015625
272,6596,3529,1922,0.4140625,0.36197916666666669,6.103515625e-05,0.015625
273,6632,3565,1958,0.5859375,0.63802083333333337,6.103515625e-05,0.015625
274,6644,3577,1970,0.36197916666666669,0.5859375,6.103515625e-05,0.015625
275,6616,3549,1942,0.63802083333333337,0.4140625,6.103515625e-05,0.015625
276,6548,3481,1874,0.86197916666666663,0.0859375,6.103515625e-05,0.015625
277,6584,3517,1910,0.13802083333333334,0.9140625,6.103515625e-05,0.015625
278,6536,3469,1862,0.0859375,0.13802083333333334,6.103515625e-05,0.015625
279,6564,3497,1890,0.9140625,0.86197916666666663,6.103515625e-05,0.015625
280,6660,3593,1986,0.36197916666666669,0.0859375,6.103515625e-05,0.015625
281,6756,3689,2082,0.63802083333333337,0.9140625,6.103515625e-05,0.015625
282,6708,3641,2034,0.0859375,0.63802083333333337,6.103515625e-05,0.015625
283,6724,3657,2050,0.9140625,0.36197916666666669,6.103515625e-05,0.015625
284,6680,3613,2006,0.5859375,0.13802083333333334,6.103515625e-05,0.015625
285,6776,3709,2102,0.4140625,0.86197916666666663,6.103515625e-05,0.015625
286,6696,3629,2022,0.13802083333333334,0.4140625,6.103515625e-05,0.015625
287,6744,3677,2070,0.86197916666666663,0.5859375,6.103515625e-05,0.015625
288,6663,3586,1989,0.4140625,0.11197916666666667,6.103515625e-05,0.015625
289,6759,3682,2085,0.5859375,0.88802083333333337,6.103515625e-05,0.015625
290,6711,3634,2037,0.11197916666666667,0.5859375,6.103515625e-05,0.015625
291,6727,3650,2053,0.88802083333333337,0.4140625,6.103515625e-05,0.015625
292,6675,3601,2001,0.61197916666666663,0.0859375,6.103515625e-05,0.015625
293,6771,3697,2097,0.38802083333333331,0.9140625,6.103515625e-05,0.015625
294,6691,3617,2017,0.0859375,0.38802083333333331,6.103515625e-05,0.015625
295,6739,3665,2065,0.9140625,0.61197916666666663,6.103515625e-05,0.015625
296,6531,3457,1857,0.11197916666666667,0.0859375,6.103515625e-05,0.015625
297,6567,3490,1893,0.88802083333333337,0.9140625,6.103515625e-05,0.015625
298,6579,3505,1905,0.0859375,0.88802083333333337,6.103515625e-05,0.015625
299,6551,3474,1877,0.9140625,0.11197916666666667,6.103515625e-05,0.015625
300,6611,3537,1937,0.5859375,0.38802083333333331,6.103515625e-05,0.015625
301,6647,3570,1973,0.4140625,0.61197916666666663,6.103515625e-05,0.015625
302,6599,3522,1925,0.38802083333333331,0.4140625,6.103515625e-05,0.015625
303,6627,3553,1953,0.61197916666666663,0.5859375,6.103515625e-05,0.015625
304,6603,3525,1929,0.36197916666666669,0.3359375,6.103515625e-05,0.015625
305,6639,3558,1965,0.63802083333333337,0.6640625,6.103515625e-05,0.015625
306,6651,3573,1977,0.3359375,0.63802083333333337,6.103515625e-05,0.015625
307,6623,3542,1949,0.6640625,0.36197916666666669,6.103515625e-05,0.015625
308,6555,3477,1881,0.8359375,0.13802083333333334,6.103515625e-05,0.015625
309,6591,3510,1917,0.1640625,0.86197916666666663,6.103515625e-05,0.015625
310,6543,3462,1869,0.13802083333333334,0.1640625,6.103515625e-05,0.015625
311,6571,3493,1897,0.86197916666666663,0.8359375,6.103515625e-05,0.015625
312,6667,3589,1993,0.3359375,0.13802083333333334,6.103515625e-05,0.015625
313,6763,3685,2089,0.6640625,0.86197916666666663,6.103515625e-05,0.015625
314,6715,3637,2041,0.13802083333333334,0.6640625,6.103515625e-05,0.015625
315,6731,3653,2057,0.86197916666666663,0.3359375,6.103515625e-05,0.015625
316,6687,3606,2013,0.63802083333333337,0.1640625,6.103515625e-05,0.015625
317,6783,3702,2109,0.36197916666666669,0.8359375,6.103515625e-05,0.015625
318,6703,3622,2029,0.1640625,0.36197916666666669,6.103515625e-05,0.015625
319,6751,3670,2077,0.8359375,0.63802083333333337,6.103515625e-05,0.015625
320,6348,3274,1674,0.2890625,0.23697916666666666,6.103515625e-05,0.015625
321,6384,3310,1710,0.7109375,0.76302083333333337,6.103515625e-05,0.015625
322,6396,3322,1722,0.23697916666666666,0.7109375,6.103515625e-05,0.015625
323,6368,3294,1694,0.76302083333333337,0.2890625,6.103515625e-05,0.015625
324,6356,3289,1682,0.73697916666666663,0.2109375,6.103515625e-05,0.015625
325,6392,3325,1718,0.26302083333333331,0.7890625,6.103515625e-05,0.015625
326,6344,3277,1670,0.2109375,0.26302083333333331,6.103515625e-05,0.015625
327,6372,3305,1698,0.7890625,0.73697916666666663,6.103515625e-05,0.015625
328,6339,3265,1665,0.23697916666666666,0.2109375,6.103515625e-05,0.015625
329,6375,3298,1701,0.76302083333333337,0.7890625,6.103515625e-05,0.015625
330,6387,3313,1713,0.2109375,0.76302083333333337,6.103515625e-05,0.015625
331,6359,3282,1685,0.7890625,0.23697916666666666,6.103515625e-05,0.015625
332,6363,3285,1689,0.7109375,0.26302083333333331,6.103515625e-05,0.015625
333,6399,3318,1725,0.2890625,0.73697916666666663,6.103515625e-05,0.015625
334,6351,3270,1677,0.26302083333333331,0.2890625,6.103515625e-05,0.015625
335,6379,3301,1705,0.73697916666666663,0.7109375,6.103515625e-05,0.015625
336,6291,3217,1617,0.48697916666666669,0.4609375,6.103515625e-05,0.015625
337,6303,3226,1629,0.51302083333333337,0.5390625,6.103515625e-05,0.015625
338,6296,3229,1622,0.4609375,0.51302083333333337,6.103515625e-05,0.015625
339,6299,3222,1625,0.5390625,0.48697916666666669,6.103515625e-05,0.015625
340,6278,3205,1605,0.9609375,0.013020833333333334,6.103515625e-05,0.015625
341,6288,3214,1615,0.0390625,0.98697916666666663,6.103515625e-05,0.015625
342,6276,3202,1603,0.013020833333333334,0.0390625,6.103515625e-05,0.015625
343,6282,3209,1609,0.98697916666666663,0.9609375,6.103515625e-05,0.015625
344,6306,3233,1633,0.4609375,0.013020833333333334,6.103515625e-05,0.015625
345,6330,3257,1657,0.5390625,0.98697916666666663,6.103515625e-05,0.015625
346,6316,3245,1643,0.013020833333333334,0.5390625,6.103515625e-05,0.015625
347,6322,3249,1649,0.98697916666666663,0.4609375,6.103515625e-05,0.015625
