schema_version,case,method,kappa,run_id,reference_epoch,iteration,action,stop_reason,N_H,N_ref,N_amb,ell,kappa_H_max,mu_H,rho_amb,eta_H,Theta_loc,U_prac,reference_energy_error,reference_L2_error,reference_error_ratio,reference_log_improvement,reference_dof_log_slope,marked_H,rebuilt_correctors,ambient_refined_elements,time_mesh,time_corrector,time_certificate,time_solve,time_estimator,time_total_cumulative,peak_memory_mb
4,S,PALOD,16,S_PALOD_k16_r0_b8272bc608cc3803,0,10,RefineCoarse,coarse mesh refined while preserving the reference epoch,349,3201,5185,2,2.8284271247461903,,0.25,5.7751989305209497,0.11650694167392968,2.8777342316443466,,,,,,84,0,1952,1.001141227,0,0,0,0,37.793085544,6382.8515625
4,S,PALOD,16,S_PALOD_k16_r0_b8272bc608cc3803,0,11,AcceptLocalization,reference localization certificate accepted,349,3201,5185,2,2.8284271247461903,,0.25,5.7751989305209497,0.13862674289578031,2.8777342316443466,,,,,,0,632,0,0,0.23457443,23.109101370000001,0,0,61.136876063999999,6382.8515625
4,S,PALOD,16,S_PALOD_k16_r0_b8272bc608cc3803,0,12,FormCoarseMarking,formed reference-residual coarse marking,349,3201,5185,2,2.8284271247461903,,0.25,3.7403138415995061,0.13862674289578031,1.8686967510056769,0.23450908971165293,0.11523382690745902,0.63560296355119072,0.45318118172630706,2.3589494558553215,97,0,0,0,0,0,0.00073678000000000003,0.431886932,61.569620825999998,6382.8515625
4,S,PALOD,16,S_PALOD_k16_r0_b8272bc608cc3803,0,13,RefineCoarse,coarse mesh refined while preserving the reference epoch,427,3201,6427,2,2.8284271247461903,,0.25,3.7403138415995061,0.13862674289578031,1.8686967510056769,,,,,,97,0,2480,1.2923899990000001,0,0,0,0,62.862179875000002,6382.8515625
4,S,PALOD,16,S_PALOD_k16_r0_b8272bc608cc3803,0,14,AcceptLocalization,reference localization certificate accepted,427,3201,6427,2,2.8284271247461903,,0.25,3.7403138415995061,0.14165952876410107,1.8686967510056769,,,,,,0,787,0,0,0.25179360899999997,36.821151843000003,0,0,99.935264867000001,6382.8515625
4,S,PALOD,16,S_PALOD_k16_r0_b8272bc608cc3803,0,15,FormCoarseMarking,formed reference-residual coarse marking,427,3201,6427,2,2.8284271247461903,,0.25,2.8873033791937153,0.14165952876410107,1.4430462097049219,0.16914619706071604,0.057743268172640194,0.72127778615615445,0.32673093690202898,1.6197885572441701,123,0,0,0,0,0,0.00081731999999999996,0.43529648999999998,100.37151791699999,6382.8515625
4,S,PALOD,16,S_PALOD_k16_r0_b8272bc608cc3803,0,16,RefineCoarse,coarse mesh refined while preserving the reference epoch,526,3201,8005,2,2.8284271247461903,,0.25,2.8873033791937153,0.14165952876410107,1.4430462097049219,,,,,,123,0,3152,1.694964401,0,0,0,0,102.06668104799999,6382.8515625
4,S,PALOD,16,S_PALOD_k16_r0_b8272bc608cc3803,0,17,AcceptLocalization,reference localization certificate accepted,526,3201,8005,2,2.8284271247461903,,0.25,2.8873033791937153,0.14376761251769626,1.4430462097049219,,,,,,0,984,0,0,0.26526307999999998,59.616597446,0,0,161.94872335300002,6382.8515625
4,S,PALOD,16,S_PALOD_k16_r0_b8272bc608cc3803,0,18,FormCoarseMarking,formed reference-residual coarse marking,526,3201,8005,2,2.8284271247461903,,0.25,1.366200068057148,0.14376761251769626,0.68298512008557311,0.085608969308680713,0.032075147318505658,0.50612411509287947,0.68097335302772566,3.2657898467414186,111,0,0,0,0,0,0.00083232,0.43776220900000001,162.387494952,6382.8515625
4,S,PALOD,16,S_PALOD_k16_r0_b8272bc608cc3803,0,19,StopReferenceRefreshRequired,candidate coarse mesh is not contained in the fixed reference mesh: child mesh is not a conforming refinement of parent mesh,526,3201,8005,2,2.8284271247461903,,0.25,1.366200068057148,0.14376761251769626,0.68298512008557311,,,,,,111,0,0,0.014922248000000001,0,0,0,0,162.40257720900001,6382.8515625
